name,KEGG
Hexadecanoylcarnitine,C02990
Hexanoylcarnitine,
Hexanoylcarnitine,
Hexanoylcarnitine,
Hexanoylcarnitine,
Hyodeoxycholic acid,
Hyodeoxycholic acid,
Hyodeoxycholic acid,
Hyodeoxycholic acid,
Hyodeoxycholic acid,
Isobutyryl-L-carnitine,
Isobutyryl-L-carnitine,
Isobutyryl-L-carnitine,
Isobutyryl-L-carnitine,
Isovaleryl-L-carnitine,
Isovaleryl-L-carnitine,
Isovaleryl-L-carnitine,
Isovaleryl-L-carnitine,
Linoleyl carnitine,
Methylglutaryl-L-carnitine,
Methylglutaryl-L-carnitine,
Murideoxycholic acid,C15515
Murideoxycholic acid,C15515
Murideoxycholic acid,C15515
Murideoxycholic acid,C15515
Myristoyl-L-carnitine,
Myristoyl-L-carnitine,
Myristoyl-L-carnitine,
Myristoyl-L-carnitine,
Nordeoxycholic acid,
Nordeoxycholic acid,
Nordeoxycholic acid,
Nordeoxycholic acid,
Nordeoxycholic acid,
Octanoyl-L-carnitine,C02838
Octanoyl-L-carnitine,C02838
Octanoyl-L-carnitine,C02838
Octanoyl-L-carnitine,C02838
Octenoyl-L-carnitine,
Octenoyl-L-carnitine,
Octenoyl-L-carnitine,
Propanoylcarnitine,C03017
Propionyl-L-carnitine,C03017
Propionyl-L-carnitine,C03017
Propionyl-L-carnitine,C03017
Succinylcarnitine,
Succinylcarnitine,
Succinylcarnitine,
Tauro-?-muricholic acid,
Tauro-?-muricholic acid,
Taurochenodesoxycholic acid (T-CDCA),C05465
Taurochenodesoxycholic acid (T-CDCA),C05465
Taurodeoxycholic Acid (T-DCA),C05463
Taurodeoxycholic Acid (T-DCA),C05463
Taurolithocholic acid (T-LCA),C02592
Tauromuricholic acid,
Tauroursodeoxycholic acid (T-UDCA),
Tauroursodeoxycholic acid (T-UDCA),
Tetradecenoyl-L-carnitine,
Tetradecenoyl-L-carnitine,
Tetradecenoyl-L-carnitine,
Tiglylcarnitine,
Tiglylcarnitine,
Tiglylcarnitine,
Tiglylcarnitine,
Ursocholic acid,C17644
Ursocholic acid,C17644
Ursocholic acid,C17644
Ursocholic acid,C17644
Ursocholic acid,C17644
Ursodeoxycholic Acid (UDCA),C07880
Ursodeoxycholic Acid (UDCA),C07880
Ursodeoxycholic Acid (UDCA),C07880
Valeryl-L-carnitine,
Valeryl-L-carnitine,
Valeryl-L-carnitine,
Valeryl-L-carnitine,
Chenodeoxycholic Acid (CDCA),C02528
Chenodeoxycholic Acid (CDCA),C02528
Chenodeoxycholic Acid (CDCA),C02528
Deoxycholic acid(DCA),C04483
Deoxycholic acid(DCA),C04483
Glycocholic acid,C01921
Glycodeoxycholic acid (GDCA),C05464
Glycoursodeoxycholic acid (G-UDCA),
Lithocholic Acid (LCA),C03990
Lithocholic Acid (LCA),C03990
Taurocholic acid (TCA),C05122
Taurolithocholic acid (T-LCA),C02592
Ursodeoxycholic Acid (UDCA),C07880
Ursodeoxycholic Acid (UDCA),C07880
Cholic acid,C00695
Cholic acid,C00695
Chenodeoxycholic Acid (CDCA),
Chenodeoxycholyglycine (GCDCA),
Chenodeoxycholyglycine (GCDCA),
Deoxycholic Acid(DCA),
Dimer of Chenodeoxycholic Acid (CDCA),
Dimer of Chenodeoxycholic Acid (CDCA),
Dimer of Chenodeoxycholyglycine (GCDCA),
Dimer of Cholic Acid,
Dimer of Cholic Acid,
Dimer of Deoxycholic Acid (DCA),
Dimer of Deoxycholic Acid (DCA),
Dimer of Glycocholic Acid (GCA),
Dimer of Glycoursodeoxycholic acid (G-UDCA),
Dimer of Ursodeoxycholic Acid (UDCA),
Dimer of Ursodeoxycholic Acid (UDCA),
Glycocholic Acid (GCA),
Glycodeoxycholic acid (GDCA),
Glycodeoxycholic acid (GDCA),
Glycoursodeoxycholic acid (G-UDCA),
Taurochenodesoxycholic acid (T-CDCA),
Taurochenodesoxycholic acid (T-CDCA),
Taurocholic acid (TCA),
Taurodeoxycholic Acid (T-DCA),
Taurolithocholic acid (T-LCA),
Tauroursodeoxycholic acid (T-UDCA),
Ursodeoxycholic Acid (UDCA),
Benzoic Acid-13C6,
CITRIC ACID-13C6,
D-Glucose-13C6,
D-Glucose-13C6,
D-SUCROSE-13C6,
D-SUCROSE-13C6,
L-Leucine-13C6,
L-Phenylalanine-13C6,
L-Phenylalanine-13C6,
L-Tryptophan-13C11,
L-Tryptophan-13C11,
L-Tryptophan-13C11,
L-Tyrosine-13C6,
Myo-Inositol D6,
Octanoic Acid-13C8,
Propionic Acid-13C3,
SUCCINIC ACID-13C4,
Theophylline,
Vanillin,
"2,4-Dinitrophenol",
3-Aminosalicylic acid,
3-Hydroxydecanoic acid,
3-methyladipic acid,
3-tert-Butyladipic acid,
4-Dodecylbenzenesulfonate,
4-hydroxybutyric acid (GHB),
4-oxoproline,
6-Hydroxycaproic acid,
Caffeic Acid,
Dinoterb (herbicide),
Isopentenyl pyrophosphate,
Monobutyl phthalate,
Capsaicin,
Capsaicin +2H,
Erythrose 4-Phosphate,
Glucose 1-Phosphate,
Citbrasine,
Eujambolin,
Oxalosuccinic Acid,
2-hydroxyglutarate,
Catechin,
Epicatechin,
Epicatechin Gallate,
Epigallocatechin,
Gallocatechin,
Gallocatechin Gallate,
Kaempferol,
Taxifolin,
2-Hydroxyhippuric acid,
"3,4-Dihydroxyphenyl propionic acid",
3-Isopropylmalate,
Catechol Sulfate,
Ferulic acid sulfate,
Pimelic Acid,
Vanilloloside,
Vanilloylglycine,
BOC-D-Phenylalanine ,
BOC-L-Tyrosine,
BOC-L-Tyrosine,
N-BOC-L-Alanine,
N-BOC-L-Alanine,
N-BOC-L-Aspartic Acid,
N-BOC-L-Aspartic Acid,
N-BOC-L-tert-Leucine,
N-BOC-L-tert-Leucine,
N-BOC-L-Tryptophan,
N-BOC-L-Tryptophan,
LysoPC (18:1),
LysoPE (16:0),
LysoPE (18:0),
LysoPE (18:1),
LysoPE (20:4),
LysoPE (22:6),
Plasmenyl-LysoPE (P-18:1),
Antimycin A1,
Antimycin A2,
Antimycin A3,
Deferoxamin,
Enterocin,
Mannitol/Sorbitol,
Trehalose/Sucrose,
(2-AMINOETHYL)PHOSPHONATE,C03557
(2-AMINOETHYL)PHOSPHONATE,C03557
(2-AMINOETHYL)PHOSPHONATE,C03557
(2-AMINOETHYL)PHOSPHONATE,C03557
(2-AMINOETHYL)PHOSPHONATE,C03557
(2-AMINOETHYL)PHOSPHONATE,C03557
(R)-MALATE,C00711
(R)-MALATE,C00711
(R)-MALATE,C00711
(R)-MALATE,C00711
"(R,R)-TARTARIC ACID",C01534
"(R,R)-TARTARIC ACID",C01534
"(R,R)-TARTARIC ACID",C01534
"(R,R)-TARTARIC ACID",C01534
"(R,R)-TARTARIC ACID",C01534
"(R,R)-TARTARIC ACID",C01534
(S)-1-PHENYLETHANOL,C07112
(S)-LACTATE,C01432
(S)-MALATE,C00711
(S)-MALATE,C00711
(S)-MALATE,C00711
(S)-MALATE,C00711
"(S,S)-TARTARIC ACID",C01534
"(S,S)-TARTARIC ACID",C01534
"(S,S)-TARTARIC ACID",C01534
"(S,S)-TARTARIC ACID",C01534
10-HYDROXYDECANOATE,C02774
10-HYDROXYDECANOATE,C02774
1-AMINOCYCLOPROPANE-1-CARBOXYLATE,C01234
1-HYDROXY-2-NAPHTHOATE,C03203
1-HYDROXY-2-NAPHTHOATE,C03203
"1-METHYL-6,7-DIHYDROXY-1,2,3,4-TETRAHYDROISOQUINOLINE",C09642
1-METHYLADENOSINE,C02494
1-METHYLADENOSINE,C02494
1-METHYLADENOSINE,C02494
1-METHYLNICOTINAMIDE,C02918
"2,3-DIHYDROXYBENZOATE",C00196
"2,3-DIHYDROXYBENZOATE",C00196
"2,3-DIHYDROXYBENZOATE",C00196
"2',4'-DIHYDROXYACETOPHENONE",C03663
"2,4-DIHYDROXYPTERIDINE",C03212
"2,4-DIHYDROXYPTERIDINE",C03212
"2,4-DIHYDROXYPYRIMIDINE-5-CARBOXYLIC ACID",C03030
"2,4-DIHYDROXYPYRIMIDINE-5-CARBOXYLIC ACID",C03030
"2,4-DIHYDROXYPYRIMIDINE-5-CARBOXYLIC ACID",C03030
"2,4-DIHYDROXYPYRIMIDINE-5-CARBOXYLIC ACID",C03030
"2,4-DIHYDROXYPYRIMIDINE-5-CARBOXYLIC ACID",C03030
"2,5-DIHYDROXYBENZOATE",C00628
"2,5-DIHYDROXYBENZOATE",C00628
"2,5-DIHYDROXYBENZOATE",C00628
"2,5-DIHYDROXYBENZOATE",C00628
"2,5-DIMETHYLPYRAZINE",CA1233
"2,5-DIMETHYLPYRAZINE",CA1233
"2,6-DIHYDROXYPYRIDINE",C03056
2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOSYLAMINE,CA1416
2-AMINOETHYL DIHYDROGEN PHOSPHATE,CA1062
2-AMINOETHYL DIHYDROGEN PHOSPHATE,CA1062
2-AMINOETHYL DIHYDROGEN PHOSPHATE,CA1062
2-AMINOETHYL DIHYDROGEN PHOSPHATE,CA1062
2-AMINOETHYL DIHYDROGEN PHOSPHATE,CA1062
2-AMINOPHENOL,C01987
2-AMINOPHENOL,C01987
2'-DEOXYADENOSINE,C00559
2'-DEOXYADENOSINE,C00559
2'-DEOXYCYTIDINE 5'-MONOPHOSPHATE,C00239
2'-DEOXYCYTIDINE 5'-MONOPHOSPHATE,C00239
2'-DEOXYCYTIDINE 5'-MONOPHOSPHATE,C00239
2'-DEOXYCYTIDINE 5'-MONOPHOSPHATE,C00239
2-DEOXY-D-GLUCOSE,C00586
2-DEOXY-D-GLUCOSE,C00586
2-DEOXY-D-GLUCOSE,C00586
2'-DEOXYGUANOSINE,C00330
2'-DEOXYGUANOSINE,C00330
2'-DEOXYGUANOSINE,C00330
2'-DEOXYGUANOSINE,C00330
2'-DEOXYGUANOSINE,C00330
2'-DEOXYGUANOSINE 5'-MONOPHOSPHATE,C00362
2-HYDROXY-4-(METHYLTHIO)BUTYRIC ACID,CA1484
2-HYDROXY-4-(METHYLTHIO)BUTYRIC ACID,CA1484
2-HYDROXY-4-(METHYLTHIO)BUTYRIC ACID,CA1484
2-HYDROXYBUTYRIC ACID,C05984
2-HYDROXYBUTYRIC ACID,C05984
2-HYDROXYPHENYLACETIC ACID,CA1444
2-HYDROXYPHENYLACETIC ACID,CA1444
2-HYDROXYPHENYLACETIC ACID,CA1444
2-HYDROXYPHENYLACETIC ACID,CA1444
2-METHYLBUTANAL,C02223
2-METHYLGLUTARIC ACID,CA1107
2-METHYLGLUTARIC ACID,CA1107
2-METHYLGLUTARIC ACID,CA1107
2-METHYLMALEATE,C02226
2-METHYLMALEATE,C02226
2-METHYLMALEATE,C02226
2-METHYLMALEATE,C02226
2-METHYLMALEATE,C02226
2-METHYLMALEATE,C02226
2-METHYLMALEATE,C02226
2-METHYLMALEATE,C02226
2-OXOADIPATE,C00322
2-OXOADIPATE,C00322
2-OXOADIPATE,C00322
2-OXOADIPATE,C00322
2-OXOBUTANOATE,C00109
2-QUINOLINECARBOXYLIC ACID,C06325
3-(2-HYDROXYPHENYL)PROPANOATE,C01198
3-(2-HYDROXYPHENYL)PROPANOATE,C01198
3-(2-HYDROXYPHENYL)PROPANOATE,C01198
3-(2-HYDROXYPHENYL)PROPANOATE,C01198
3-(2-HYDROXYPHENYL)PROPANOATE,C01198
3-(4-HYDROXYPHENYL)LACTATE,C03672
3-(4-HYDROXYPHENYL)LACTATE,C03672
3-(4-HYDROXYPHENYL)LACTATE,C03672
3-(4-HYDROXYPHENYL)LACTATE,C03672
3-(4-HYDROXYPHENYL)LACTATE,C03672
3-(4-HYDROXYPHENYL)LACTATE,C03672
"3,3',5'-TRIIODOTHYRONINE",C07639
"3,4-DIHYDROXYBENZOATE",C00230
"3,4-DIHYDROXYBENZOATE",C00230
"3,4-DIHYDROXYBENZOATE",C00230
"3,4-DIHYDROXY-L-PHENYLALANINE",C00355
"3,4-DIHYDROXY-L-PHENYLALANINE",C00355
"3,4-DIHYDROXY-L-PHENYLALANINE",C00355
"3,4-DIHYDROXY-L-PHENYLALANINE",C00355
"3,4-DIHYDROXY-L-PHENYLALANINE",C00355
"3,4-DIHYDROXYPHENYL GLYCOL",C05576
"3,4-DIHYDROXYPHENYL GLYCOL",C05576
"3,4-DIHYDROXYPHENYL GLYCOL",C05576
"3,4-DIHYDROXYPHENYL GLYCOL",C05576
"3,4-DIHYDROXYPHENYLACETATE",C01161
"3,4-DIHYDROXYPHENYLACETATE",C01161
"3,4-DIHYDROXYPHENYLACETATE",C01161
"3,4-DIHYDROXYPHENYLACETATE",C01161
"3,4-DIHYDROXYPHENYLACETATE",C01161
"3',5'-CYCLIC AMP",C00575
"3',5'-CYCLIC AMP",C00575
"3',5'-CYCLIC AMP",C00575
"3',5'-CYCLIC AMP",C00575
"3,5-DIIODO-L-THYRONINE",CE6369
"3,5-DIIODO-L-THYRONINE",CE6369
"3,5-DIIODO-L-TYROSINE",C01060
"3,5-DIIODO-L-TYROSINE",C01060
"3,5-DIIODO-L-TYROSINE",C01060
"3-ALPHA,11-BETA,17-ALPHA,21-TETRAHYDROXY- 5-ALPHA-PREGNAN-20-ONE",C05472
"3-ALPHA,11-BETA,17-ALPHA,21-TETRAHYDROXY- 5-ALPHA-PREGNAN-20-ONE",C05472
"3-ALPHA,11-BETA,17-ALPHA,21-TETRAHYDROXY- 5-ALPHA-PREGNAN-20-ONE",C05472
"3-ALPHA,11-BETA,17-ALPHA,21-TETRAHYDROXY- 5-ALPHA-PREGNAN-20-ONE",C05472
"3ALPHA,12ALPHA-DIHYDROXY-5BETA-CHOLANATE",C04483
"3ALPHA,12ALPHA-DIHYDROXY-5BETA-CHOLANATE",C04483
"3ALPHA,12ALPHA-DIHYDROXY-5BETA-CHOLANATE",C04483
"3ALPHA,12ALPHA-DIHYDROXY-5BETA-CHOLANATE",C04483
"3ALPHA,12ALPHA-DIHYDROXY-5BETA-CHOLANATE",C04483
"3ALPHA,12ALPHA-DIHYDROXY-5BETA-CHOLANATE",C04483
"3ALPHA,12ALPHA-DIHYDROXY-5BETA-CHOLANATE",C04483
"3ALPHA,12ALPHA-DIHYDROXY-5BETA-CHOLANATE",C04483
"3ALPHA,12ALPHA-DIHYDROXY-5BETA-CHOLANATE",C04483
"3ALPHA,12ALPHA-DIHYDROXY-5BETA-CHOLANATE",C04483
3-AMINO-4-HYDROXYBENZOIC ACID,C12115
3-AMINO-5-HYDROXYBENZOIC ACID,C12107
3-AMINOISOBUTANOATE,C05145
3'-CMP,C05822
3'-CMP,C05822
3'-CMP,C05822
3-DEHYDROSHIKIMATE,C02637
3-DEHYDROSHIKIMATE,C02637
3-DEHYDROSHIKIMATE,C02637
3-DEHYDROSHIKIMATE,C02637
3-DEHYDROSHIKIMATE,C02637
3-DEHYDROSHIKIMATE,C02637
3-HYDROXY-3-METHYLGLUTARATE,C03761
3-HYDROXY-3-METHYLGLUTARATE,C03761
3-HYDROXY-3-METHYLGLUTARATE,C03761
3-HYDROXY-3-METHYLGLUTARATE,C03761
3-HYDROXYANTHRANILATE,C00632
3-HYDROXYBENZALDEHYDE,C03067
3-HYDROXYBENZALDEHYDE,C03067
3-HYDROXYBENZOATE,C00587
3-HYDROXYBENZOATE,C00587
3-HYDROXYBENZOATE,C00587
3-HYDROXYBUTANOIC ACID,C01089
3-HYDROXYBUTANOIC ACID,C01089
3-HYDROXYKYNURENINE,C02794
3-HYDROXYKYNURENINE,C02794
3-HYDROXYPHENYLACETATE,C05593
3-HYDROXYPHENYLACETATE,C05593
3-HYDROXYPHENYLACETATE,C05593
3-HYDROXYPHENYLACETATE,C05593
3-HYDROXYPHENYLACETATE,C05593
3-METHOXY-4-HYDROXYMANDELATE,C05584
3-METHOXY-4-HYDROXYMANDELATE,C05584
3-METHOXY-L-TYROSINE,CA1364
3-METHOXY-L-TYROSINE,CA1364
3-METHOXY-L-TYROSINE,CA1364
3-METHOXY-L-TYROSINE,CA1364
3-METHOXY-L-TYROSINE,CA1364
3-METHYGLUTARIC ACID,CA1192
3-METHYGLUTARIC ACID,CA1192
3-METHYGLUTARIC ACID,CA1192
3-METHYL-2-OXINDOLE,CA1325
3-METHYL-2-OXOVALERIC ACID,C00671
3-METHYLADENINE,C00913
3-METHYLADENINE,C00913
3-NITRO-L-TYROSINE,CA1195
3-NITRO-L-TYROSINE,CA1195
3-NITRO-L-TYROSINE,CA1195
3-NITRO-L-TYROSINE,CA1195
3-NITRO-L-TYROSINE,CA1195
3-NITRO-L-TYROSINE,CA1195
3-SULFINO-L-ALANINE,C00606
3-SULFINO-L-ALANINE,C00606
3-SULFINO-L-ALANINE,C00606
3-SULFINO-L-ALANINE,C00606
3-UREIDOPROPIONATE,C02642
3-UREIDOPROPIONATE,C02642
3-UREIDOPROPIONATE,C02642
3-UREIDOPROPIONATE,C02642
3-UREIDOPROPIONATE,C02642
4-ACETAMIDOBUTANOATE,C02946
4-ACETAMIDOBUTANOATE,C02946
4-ACETAMIDOBUTANOATE,C02946
4-ACETAMIDOBUTANOATE,C02946
4-AMINOBENZOATE,C00568
4-AMINOBENZOATE,C00568
4-AMINOBUTANOATE,C00334
4-COUMARATE,C00811
4-COUMARATE,C00811
4-COUMARATE,C00811
4-GUANIDINOBUTANOATE,C01035
4-GUANIDINOBUTANOATE,C01035
4-GUANIDINOBUTANOATE,C01035
4-GUANIDINOBUTANOATE,C01035
4-GUANIDINOBUTANOATE,C01035
4-HYDROXY-2-QUINOLINECARBOXYLIC ACID,C01717
4-HYDROXY-2-QUINOLINECARBOXYLIC ACID,C01717
4-HYDROXY-3-METHOXYPHENYLGLYCOL,CA1410
4-HYDROXY-3-METHOXYPHENYLGLYCOL,CA1410
4-HYDROXYBENZALDEHYDE,C00633
4-HYDROXYBENZOATE,C00156
4-HYDROXYBENZOATE,C00156
4-HYDROXYBENZOATE,C00156
4-HYDROXYBENZOATE,C00156
4-HYDROXY-L-PHENYLGLYCINE,CA1445
4-HYDROXY-L-PHENYLGLYCINE,CA1445
4-HYDROXY-L-PROLINE,C01157
4-HYDROXY-L-PROLINE,C01157
4-HYDROXYPHENYLACETATE,C00642
4-HYDROXYPHENYLACETATE,C00642
4-HYDROXYPHENYLACETATE,C00642
4-IMIDAZOLEACETIC ACID,C02835
4-IMIDAZOLEACETIC ACID,C02835
4-IMIDAZOLEACETIC ACID,C02835
4-IMIDAZOLEACETIC ACID,C02835
4-METHYL-2-OXO-PENTANOIC ACID,C00233
4-METHYL-2-OXO-PENTANOIC ACID,C00233
4-METHYL-2-OXOVALERIC ACID,CA1461
4-METHYLCATECHOL,C06730
4-PYRIDOXATE,C00847
4-PYRIDOXATE,C00847
4-PYRIDOXATE,C00847
4-PYRIDOXATE,C00847
4-QUINOLINECARBOXYLIC ACID,C06414
4-QUINOLINECARBOXYLIC ACID,C06414
"5,6-DIHYDROURACIL",C00429
5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE,C04677
5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE,C04677
5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE,C04677
5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE,C04677
5-AMINOPENTANOATE,C00431
5'-DEOXYADENOSINE,C05198
5'-DEOXYADENOSINE,C05198
5'-DEOXYADENOSINE,C05198
5-HYDROXYINDOLEACETATE,C05635
5-HYDROXYINDOLEACETATE,C05635
5-HYDROXYINDOLEACETATE,C05635
5-HYDROXYINDOLEACETATE,C05635
5-HYDROXYINDOLEACETATE,C05635
5-HYDROXY-L-TRYPTOPHAN,C01017
5-HYDROXY-L-TRYPTOPHAN,C01017
5-HYDROXY-L-TRYPTOPHAN,C01017
5-HYDROXY-L-TRYPTOPHAN,C01017
5-HYDROXY-L-TRYPTOPHAN,C01017
5-HYDROXYMETHYLURACIL,C03088
5-HYDROXYMETHYLURACIL,C03088
5-HYDROXYMETHYLURACIL,C03088
5-METHYLCYTOSINE HYDROCLORIDE,C02376
5'-METHYLTHIOADENOSINE,C00170
5'-METHYLTHIOADENOSINE,C00170
5'-METHYLTHIOADENOSINE,C00170
5-OXO-D-PROLINE,C01879
5-OXO-D-PROLINE,C01879
5-OXO-D-PROLINE,C01879
5-OXO-D-PROLINE,C01879
5-OXO-L-PROLINE,C01879
5-OXO-L-PROLINE,C01879
5-OXO-L-PROLINE,C01879
5-OXO-L-PROLINE,C01879
5-VALEROLACTONE,C02240
6-CARBOXYHEXANOATE,C02656
6-CARBOXYHEXANOATE,C02656
6-CARBOXYHEXANOATE,C02656
6-CARBOXYHEXANOATE,C02656
6-DEOXY-L-GALACTOSE,C00382
6-DEOXY-L-GALACTOSE,C00382
6-DEOXY-L-GALACTOSE,C00382
6-DEOXY-L-GALACTOSE,C00382
6-HYDROXYNICOTINATE,C01020
6-HYDROXYNICOTINATE,C01020
6-HYDROXYNICOTINATE,C01020
6-HYDROXYNICOTINATE,C01020
6-PHOSPHOGLUCONIC ACID,C00345
ADENINE,C00147
ADENINE,C00147
ADENINE,C00147
ADENINE,C00147
ADENINE,C00147
ADENINE,C00147
ADENOSINE,C00212
ADENOSINE,C00212
ADENOSINE,C00212
"ADENOSINE 2',3'-CYCLIC MONOPHOSPHATE",CA1486
"ADENOSINE 3',5'-CYCLIC MONOPHOSPHATE",C00575
"ADENOSINE 3',5'-CYCLIC MONOPHOSPHATE",C00575
"ADENOSINE 3',5'-CYCLIC MONOPHOSPHATE",C00575
"ADENOSINE 3',5'-CYCLIC MONOPHOSPHATE",C00575
"ADENOSINE 3',5'-DIPHOSPHATE",C00054
ADENOSINE 5'-DIPHOSPHORIBOSE,C00301
ADENOSINE 5'-DIPHOSPHORIBOSE,C00301
ADENOSINE 5'-MONOPHOSPHATE,C00020
ADENOSINE-5'-DIPHOSPHOGLUCOSE,C00498
ADENOSINE-5'-DIPHOSPHOGLUCOSE,C00498
ADIPIC ACID,CA1042
ADIPIC ACID,CA1042
ADIPIC ACID,CA1042
ALLANTOIN,C01551
ALLANTOIN,C01551
ALLANTOIN,C01551
ALLANTOIN,C01551
GLUCOSE/FRUCTOSE ,C01487
GLUCOSE/FRUCTOSE ,C01487
GLUCOSE/FRUCTOSE ,C01487
GLUCOSE/FRUCTOSE ,C01487
GLUCOSE/FRUCTOSE ,C01487
ALPHA-AMINOADIPATE,C00956
ALPHA-AMINOADIPATE,C00956
ALPHA-AMINOADIPATE,C00956
ALPHA-AMINOADIPATE,C00956
ALPHA-AMINOADIPATE,C00956
ALPHA-D-GALACTOSE 1-PHOSPHATE,C00446
ALPHA-D-GALACTOSE 1-PHOSPHATE,C00446
ALPHA-D-GALACTOSE 1-PHOSPHATE,C00446
ALPHA-D-GALACTOSE 1-PHOSPHATE,C00446
ALPHA-D-GLUCOSE,C00293
ALPHA-D-GLUCOSE,C00293
ALPHA-D-GLUCOSE,C00293
ALPHA-D-GLUCOSE,C00293
ALPHA-D-GLUCOSE,C00293
ALPHA-D-GLUCOSE 1-PHOSPHATE,C00103
ALPHA-HYDROXYISOBUTYRIC ACID,CA1070
ALPHA-KETOGLUTARIC ACID,C00026
ALPHA-KETOGLUTARIC ACID,C00026
ANILINE-2-SULFONIC ACID,C00292
ANTHRANILATE,C00108
ANTHRANILATE,C00108
ARABINOSE,C00259
ARABINOSE,C00259
